url	label	direct_quotes	remaining_quote_chars	tokens	sentences	avg_sentence_length	digits	digits_perc	currency_symbols	currency_symbols_perc	exclamation_marks	exclamation_marks_perc	question_marks	question_marks_perc	pronoun_1	pronoun_1_perc	pronoun_1_perc_rel	pronoun_2	pronoun_2_perc	pronoun_2_perc_rel	pronoun_3	pronoun_3_perc	pronoun_3_perc_rel	adjectives	adjectives_perc	modal_verbs	modal_verbs_perc	modal_adverbs	modal_adverbs_perc	intensifiers	intensifiers_perc	cogn_verbs	cogn_verbs_perc	named_entities	named_entities_perc	named_entities_pos	unique_named_entities	self_cl_1	self_cl_2	self_cl_3	self_cl_4	self_cl_5	self_cl_6	self_cl_7	self_cl_8	self_cl_3-4	self_cl_3-8
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0128:ocr	1	0	0	68	2	34	1	0.0021929824561403508	0	0.0	0	0.0	0	0.0	1	0.014705882352941176	0.5	0	0.0	0.0	1	0.014705882352941176	0.5	3	0.04411764705882353	1	0.014705882352941176	0	0.0	0	0.0	0	0.0	7	0.10294117647058823	0.365546218487395	0.7142857142857143	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0129:ocr	4	0	1	235	12	19	5	0.0037285607755406414	0	0.0	0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	6	0.02553191489361702	1.0	13	0.05531914893617021	0	0.0	0	0.0	0	0.0	2	0.00851063829787234	14	0.059574468085106386	0.31793313069908813	0.7857142857142857	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0135:ocr	8	0	1	610	20	30	2	0.0006011421701232341	0	0.0	0	0.0	0	0.0	3	0.004918032786885246	0.13636363636363635	0	0.0	0.0	19	0.03114754098360656	0.8636363636363636	55	0.09016393442622951	18	0.029508196721311476	0	0.0	6	0.009836065573770493	3	0.004918032786885246	23	0.03770491803278689	0.47548111190306486	0.5652173913043478	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0141:ocr	8	1	0	790	50	15	44	0.010907288051561725	0	0.0	0	0.0	0	0.0	6	0.007594936708860759	0.23076923076923078	6	0.007594936708860759	0.23076923076923078	14	0.017721518987341773	0.5384615384615384	65	0.08227848101265822	2	0.002531645569620253	0	0.0	4	0.005063291139240506	1	0.0012658227848101266	5	0.006329113924050633	0.5146835443037975	0.4	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0155:ocr	6	13	12	1163	33	35	16	0.002336448598130841	0	0.0	4	0.0005841121495327102	0	0.0	0	0.0	0.0	0	0.0	0.0	37	0.03181427343078246	1.0	88	0.07566638005159071	13	0.01117798796216681	2	0.0017196904557179708	5	0.004299226139294927	7	0.0060189165950128975	71	0.061049011177987965	0.4527993411890085	0.5211267605633803	0	0	0	0	0	0	1	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0157:ocr	6	14	20	1061	37	28	25	0.004279356384799726	3	0.0005135227661759672	1	0.00017117425539198904	7	0.0011982197877439234	1	0.000942507068803016	0.04	0	0.0	0.0	24	0.022620169651272386	0.96	77	0.07257304429783223	9	0.008482563619227144	0	0.0	9	0.008482563619227144	6	0.005655042412818096	69	0.06503298774740811	0.55769099427666	0.7101449275362319	0	0	0	0	0	0	0	0	1	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0188:ocr	1	0	0	142	8	17	3	0.0035419126328217238	0	0.0	0	0.0	0	0.0	0	0.0	0	0	0.0	0	0	0.0	0	6	0.04225352112676056	3	0.02112676056338028	0	0.0	1	0.007042253521126761	0	0.0	11	0.07746478873239436	0.3700384122919334	0.7272727272727273	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0192:ocr	6	0	2	385	17	22	0	0.0	0	0.0	0	0.0	0	0.0	2	0.005194805194805195	0.2222222222222222	0	0.0	0.0	7	0.01818181818181818	0.7777777777777778	31	0.08051948051948052	9	0.023376623376623377	0	0.0	2	0.005194805194805195	0	0.0	13	0.033766233766233764	0.31048951048951046	0.8461538461538461	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0193:ocr	1	2	0	88	7	12	1	0.0017482517482517483	0	0.0	0	0.0	0	0.0	0	0.0	0	0	0.0	0	0	0.0	0	1	0.011363636363636364	1	0.011363636363636364	0	0.0	0	0.0	0	0.0	17	0.19318181818181818	0.46858288770053474	0.9411764705882353	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0195:ocr	1	1	0	209	9	23	18	0.013910355486862442	0	0.0	0	0.0	0	0.0	0	0.0	0	0	0.0	0	0	0.0	0	14	0.06698564593301436	9	0.0430622009569378	0	0.0	2	0.009569377990430622	2	0.009569377990430622	13	0.06220095693779904	0.5226352594773647	0.5384615384615384	0	0	1	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0209:ocr	2	1	3	840	43	19	0	0.0	0	0.0	0	0.0	0	0.0	8	0.009523809523809525	0.38095238095238093	0	0.0	0.0	13	0.015476190476190477	0.6190476190476191	65	0.07738095238095238	17	0.02023809523809524	1	0.0011904761904761906	5	0.005952380952380952	5	0.005952380952380952	19	0.02261904761904762	0.35538847117794486	0.5789473684210527	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0211:ocr	1	6	9	233	15	15	60	0.06417112299465241	3	0.0032085561497326204	2	0.0021390374331550803	3	0.0032085561497326204	0	0.0	0.0	0	0.0	0.0	1	0.004291845493562232	1.0	12	0.05150214592274678	3	0.012875536480686695	0	0.0	0	0.0	0	0.0	9	0.03862660944206009	0.4139246542680019	0.7777777777777778	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034630:mpeg21:a0212:ocr	1	1	0	174	11	15	10	0.009259259259259259	1	0.000925925925925926	0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	4	0.022988505747126436	1.0	18	0.10344827586206896	2	0.011494252873563218	0	0.0	1	0.005747126436781609	1	0.005747126436781609	11	0.06321839080459771	0.3124346917450366	0.8181818181818182	0	0	0	0	0	0	0	0	0	0
http://resolver.kb.nl/resolve?urn=KBNRC01:000034835:mpeg21:a0007:ocr	1	0	2	109	8	13	6	0.010186757215619695	0	0.0	0	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	2	0.01834862385321101	1.0	8	0.07339449541284404	0	0.0	0	0.0	0	0.0	1	0.009174311926605505	4	0.03669724770642202	0.2706422018348624	1.0	0	0	0	0	0	0	0	0	0	0
